,EMPRESA,BARRA TRANSFERENCIA,CODIGO,ENTREGA/RETIRO,CENTRAL/CLIENTE
1407,KALLPA GENERACION S.A.,BELAUNDE 138,CL00137KLL,Retiro,ELECTRO ORIENTE
1408,KALLPA GENERACION S.A.,CACLIC 220,CL00138KLL,Retiro,ELECTRO ORIENTE
1409,EMPRESA DE GENERACION HUALLAGA,CACLIC 220,CL00090ODE,Retiro,ELECTRO ORIENTE
1410,EMPRESA DE GENERACION HUALLAGA,BELAUNDE 138,CL00080ODE,Retiro,ELECTRO ORIENTE
1411,HIDROELECTRICA HUANCHOR S.A.C.,HUANCAVELICA 220,CB00022HHU,Retiro,COMPAÑIA MINERA KOLPA
1412,ATRIA ENERGIA S.A.C.,PUCALLPA 60,CB00212HSR,Retiro,INDUSTRIA FORESTAL HUAYRURO S.A.C
1413,ATRIA ENERGIA S.A.C.,PUCALLPA 60,CB00213HSR,Retiro,INVERSIONES VALENTINA & NATHALY S.A.C.
1414,ATRIA ENERGIA S.A.C.,MARCONA 220,CB00214HSR,Retiro,NEGOCIOS GENERALES AGROSER SOCIEDAD ANONIMA CERRAD
1415,ATRIA ENERGIA S.A.C.,CHAVARRIA 220,CB00217HSR,Retiro,ACEROS DEL PERU SOCIEDAD ANONIMA CERRADA ACEPESAC
1416,ATRIA ENERGIA S.A.C.,SAN JUAN 220,CB00224HSR,Retiro,INVERSIONES BRADE S.A
1417,ATRIA ENERGIA S.A.C.,INDEPENDENCIA 220,CB00218HSR,Retiro,BRADE PARACAS S.A.
1418,ATRIA ENERGIA S.A.C.,INDEPENDENCIA 220,CB00221HSR,Retiro,EXPORTADORA ROMEX S.A.
1419,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00225HSR,Retiro,PROTEX S.A.C.
1420,ATRIA ENERGIA S.A.C.,CHAVARRIA 220,CB00226HSR,Retiro,RAMI TEXTILES S.A.C.
1421,ATRIA ENERGIA S.A.C.,SAN JUAN 220,CB00227HSR,Retiro,SEGURINDUSTRIA SA
1422,STATKRAFT S.A,ICA 220,CB00196SKP,Retiro,TERMINAL PORTUARIO PARACAS S.A.
1423,CELEPSA,INDEPENDENCIA 60,CB00145CLP,Retiro,ELECTRO DUNAS
1424,ATRIA ENERGIA S.A.C.,PIURA OESTE 220,CB00229HSR,Retiro,FIEST  &  RIVA SOCIEDAD COMERCIAL DE RESPONSABILID
1425,TERMOCHILCA,VILLACURI 60,CB00095TCH,Retiro,COELVISAC
1426,CELEPSA,PISCO 10,CB00147CLP,Retiro,SACOS PISCO
1427,KALLPA GENERACION S.A.,PUEBLO NUEVO 10,CB00131KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
1428,EMPRESA DE GENERACION HUALLAGA,INDEPENDENCIA 60,CL00092ODE,Retiro,ADINELSA ADN
1429,ENGIE,SANTA ROSA 220,CB00363ENG,Retiro,ASOCIACION PERUANA DE LA IGLESIA DE JESUCRISTO DE
1430,ATRIA ENERGIA S.A.C.,PEDREGAL 10,CB00232HSR,Retiro,TEXTIL DEL VALLE S.A
1431,EGASA,INDEPENDENCIA 60,CB00058EGA,Retiro,COELVISAC
1432,MINERA CERRO VERDE - GU,SOCABAYA 220,GU00001MCV,Retiro,MINERA CERRO VERDE
1433,KALLPA GENERACION S.A.,CHIMBOTE1 138,CB00132KLL,Retiro,REAL PLAZA S.R.L.
1434,ENGIE,INDEPENDENCIA 60,CB00373ENG,Retiro,SAN FERNANDO
1435,ENGIE,INDEPENDENCIA 60,CB00370ENG,Retiro,INVERSIONES NACIONALES DE TURISMO S.A.
1436,ENGIE,INDEPENDENCIA 60,CB00369ENG,Retiro,INVERSIONES KANDOO S.A.C.- MEGAPLAZA
1437,ENGIE,INDEPENDENCIA 60,CB00367ENG,Retiro,INMOBILIARIA BOTAFOGO S.A.C.- MEGAPLAZA
1438,ENEL GENERACION PERU S.A.A.,TAMBO DE MORA 10,CB00350EPE,Retiro,PESQUERA EXALMAR S.A.A.
1439,ORAZUL ENERGY PERÚ,SAN JUAN 220,CB00049OEP,Retiro,F Y D INVERSIONES S.A.C.
1440,BIOENERGIA DEL CHIRA S.A.,PIURA OESTE 220,CB00002BCH,Retiro,SUCROALCOLERA DEL CHIRA S.A.
1441,ATRIA ENERGIA S.A.C.,CHAVARRIA 220,CB00238HSR,Retiro,INDUSTRIAS MANRIQUE S.A.C.
1442,ATRIA ENERGIA S.A.C.,CHAVARRIA 220,CB00239HSR,Retiro,SALES Y DERIVADOS DE COBRE
1443,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,INDUSTRIALES 220,CB00089STA,Retiro,PLASTICOS INDECOEL S.R.L
1444,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,INDUSTRIALES 220,CB00074STA,Retiro,GRAFICA BIBLOS SA
1445,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,CAJAMARQUILLA 220,CB00071STA,Retiro,FRIO AGRO INDUSTRIAL S.R.L. - FRIAGRO S.R.L.
1446,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,ZORRITOS 220,CB00084STA,Retiro,MARINASOL S.A.
1447,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,SAN JUAN 220,CB00075STA,Retiro,GRAMBS CORPORACION GRAFICA S.A.C
1448,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,PUCALLPA 60,CB00077STA,Retiro,INDUSTRIA FORESTAL HUAYRURO S.A.C
1449,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,SAN JUAN 220,CB00068STA,Retiro,CORPORACION MG SOCIEDAD ANONIMA CERRADA
1450,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,PUCALLPA 60,CB00081STA,Retiro,INVERSIONES VALENTINA & NATHALY S.A.C.
1451,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,SAN JUAN 220,CB00096STA,Retiro,T Y R CONSTRUCCIONES Y SERVICIOS SOCIEDAD ANONIMA
1452,ENGIE,CHAVARRIA 220,CB00375ENG,Retiro,NEWREST INMOBILIARIOS SAC
1453,ENGIE,SAN JUAN 220,CB00374ENG,Retiro,INVERSIONES LAMBORE S.A.C.
1454,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,CHAVARRIA 220,CB00078STA,Retiro,INDUSTRIAS MANRIQUE S.A.C.
1455,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,INDEPENDENCIA 220,CB00065STA,Retiro,BRADE PARACAS S.A.
1456,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,SANTA ROSA 220,CB00091STA,Retiro,RAMI TEXTILES S.A.C.
1457,KALLPA GENERACION S.A.,SANTA ROSA 220,CB00133KLL,Retiro,MOLITALIA
1458,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,INDUSTRIALES 220,CB00067STA,Retiro,CECOSAMI S.A.
1459,ATRIA ENERGIA S.A.C.,PARACAS 10,CB00235HSR,Retiro,BRADE PARACAS S.A.
1460,EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.,PARACAS 10,CB00163STA,Retiro,BRADE PARACAS S.A.
1461,ATRIA ENERGIA S.A.C.,PEDREGAL 10,CB00236HSR,Retiro,EXPORTADORA ROMEX S.A.
1462,SDF ENERGIA,SANTA ROSA 220,CB00032SDF,Retiro,ACEROS CHILCA S.A.C.
1463,KALLPA GENERACION S.A.,CHIMBOTE1 138,CB00135KLL,Retiro,ACUACULTURA Y PESCA S.A.C
1464,KALLPA GENERACION S.A.,MARCONA 220,CB00139KLL,Retiro,ANALYTICA MINERAL SERVICES
1465,KALLPA GENERACION S.A.,SAN JUAN 220,CB00142KLL,Retiro,BETHLEHEM ENTERPRISES S.A.C.
1466,KALLPA GENERACION S.A.,INDEPENDENCIA 220,CB00143KLL,Retiro,BRADE PARACAS S.A.
1467,KALLPA GENERACION S.A.,SOCABAYA 220,CB00144KLL,Retiro,CAMAL FRIGORIFICO DON GOYO S.A.C.
1468,KALLPA GENERACION S.A.,PIURA OESTE 220,CB00148KLL,Retiro,CLEAN ENERGY DEL PERU S.R.L.
1469,KALLPA GENERACION S.A.,SAN JUAN 220,CB00155KLL,Retiro,CORPORACION MG SOCIEDAD ANONIMA CERRADA
1470,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00154KLL,Retiro,CORPORACION MG SOCIEDAD ANONIMA CERRADA
1471,KALLPA GENERACION S.A.,INDEPENDENCIA 220,CB00160KLL,Retiro,EXPORTADORA ROMEX S.A.
1472,KALLPA GENERACION S.A.,SAN JUAN 220,CB00161KLL,Retiro,FABRICA DE REDES Y CORDELES EL PESCADOR SRL
1473,KALLPA GENERACION S.A.,PIURA OESTE 220,CB00162KLL,Retiro,FIEST  &  RIVA SOCIEDAD COMERCIAL DE RESPONSABILID
1474,KALLPA GENERACION S.A.,CAJAMARQUILLA 220,CB00164KLL,Retiro,FRIO AGRO INDUSTRIAL S.R.L. - FRIAGRO S.R.L.
1475,KALLPA GENERACION S.A.,PUCALLPA 60,CB00166KLL,Retiro,INDUSTRIA FORESTAL HUAYRURO S.A.C
1476,KALLPA GENERACION S.A.,SAN JUAN 220,CB00168KLL,Retiro,INDUSTRIAS EIZAPLAST S.R.L.
1477,KALLPA GENERACION S.A.,SANTA ROSA 220,CB00169KLL,Retiro,INDUSTRIAS ELICAR S.A.C.
1478,KALLPA GENERACION S.A.,SAN JUAN 220,CB00171KLL,Retiro,INVERSIONES BRADE S.A
1479,KALLPA GENERACION S.A.,PUCALLPA 60,CB00173KLL,Retiro,INVERSIONES VALENTINA & NATHALY S.A.C.
1480,KALLPA GENERACION S.A.,ICA 220,CB00174KLL,Retiro,LADRILLERA INCA A & J SOCIEDAD ANONIMA CERRADA-LAD
1481,KALLPA GENERACION S.A.,SAN JUAN 220,CB00176KLL,Retiro,LBF TRADING S.A.
1482,KALLPA GENERACION S.A.,OROYA NUEVA 50,CB00179KLL,Retiro,MINERA IRL
1483,KALLPA GENERACION S.A.,CHICLAYO 220,CB00181KLL,Retiro,MOLICENTRO
1484,KALLPA GENERACION S.A.,TRUJILLO 220,CB00182KLL,Retiro,MOLICENTRO
1485,KALLPA GENERACION S.A.,LOS HEROES 66,CB00186KLL,Retiro,PLASTICOS AGRICOLAS Y GEOMEMBRANAS S.A.C.
1486,KALLPA GENERACION S.A.,ICA 220,CB00188KLL,Retiro,POMICA PERU SOCIEDAD ANONIMA CERRADA
1487,KALLPA GENERACION S.A.,CHICLAYO 220,CB00189KLL,Retiro,PROCESADORA & COMERCIALIZADORA DELGADO S.A.C.
1488,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00191KLL,Retiro,RAMI TEXTILES S.A.C.
1489,KALLPA GENERACION S.A.,SOCABAYA 220,CB00194KLL,Retiro,ULITEX SOLE PERU SOCIEDAD ANONIMA CERRADA - ULITEX
1490,KALLPA GENERACION S.A.,ICA 220,CB00196KLL,Retiro,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA
1491,KALLPA GENERACION S.A.,CHICLAYO 220,CB00197KLL,Retiro,VIMALCA E.I.R.L.
1492,KALLPA GENERACION S.A.,ICA 220,CB00145KLL,Retiro,CAMPOS DEL SUR S.A.
1493,KALLPA GENERACION S.A.,ZORRITOS 220,CB00178KLL,Retiro,MARINASOL S.A.
1494,KALLPA GENERACION S.A.,SANTA ROSA 220,CB00149KLL,Retiro,JUNTA DE PROP EDIF CENTRO EMP SAN ISIDRO
1495,TERMOCHILCA,SANTA ROSA 220,CB00102TCH,Retiro,COMERCIAL MADERERA ANDINA S.R.LTDA
1496,SAN GABAN,BELAUNDE 138,CB00072SGB,Retiro,SERVICIOS ELECTRICOS RIOJA S.A.
1497,KALLPA GENERACION S.A.,PARACAS 10,CB00199KLL,Retiro,BRADE PARACAS S.A.
1498,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00243HSR,Retiro,CORPORACION GRAFICA UNIVERSAL S.A.C.
1499,ATRIA ENERGIA S.A.C.,PIURA OESTE 220,CB00247HSR,Retiro,MOLIROJAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LI
1500,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00249HSR,Retiro,REICOLITE PERUANA S.A.
1501,ATRIA ENERGIA S.A.C.,CAJAMARQUILLA 220,CB00248HSR,Retiro,PERU OFFSET DIGITAL S.A.C.
1502,ATRIA ENERGIA S.A.C.,SAN JUAN 220,CB00241HSR,Retiro,AGRO INVERSIONES LOS ABEDULES S.A.C.
1503,ATRIA ENERGIA S.A.C.,SANTA ROSA 220,CB00251HSR,Retiro,TERPEL PERU S.A.C.
1504,ATRIA ENERGIA S.A.C.,MARCONA 220,CB00240HSR,Retiro,AGRICOLA GINOBETO S.A.C.
1505,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00246HSR,Retiro,INVERSIONES ALMET S.A.C.
1506,ENEL GENERACION PERU S.A.A.,SAN NICOLAS 13.8,CB00351EPE,Retiro,MINERA SHOUXIN PERU S.A.
1507,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00254HSR,Retiro,SERVICIOS TEXTILES ASOCIADOS SOCIEDAD ANONIMA CERR
1508,STATKRAFT S.A,SANTA ROSA 220,CB00202SKP,Retiro,LABORATORIOS AC FARMA S.A.
1509,STATKRAFT S.A,SANTA ROSA 220,CB00203SKP,Retiro,LABORATORIOS AC FARMA S.A.
1510,EGASA,SOCABAYA 138,CB00062EGA,Retiro,MICHELL Y CIA S.A.
1511,STATKRAFT S.A,SANTA ROSA 220,CB00204SKP,Retiro,HEINZ - GLAS PERU S.A.C.
1512,ENGIE,INDUSTRIALES 220,CB00386ENG,Retiro,AJ GROUP INVERGAS SOCIEDAD ANONIMA CERRADA
1513,ATRIA ENERGIA S.A.C.,CAJAMARQUILLA 220,CB00261HSR,Retiro,PRODUCTOS PLASTOY E.I.R.L - PLASTOY E.I.R.L.
1514,ATRIA ENERGIA S.A.C.,SAN JUAN 220,CB00262HSR,Retiro,TERMOENCOGIBLES DEL PERU S A
1515,ATRIA ENERGIA S.A.C.,VENTANILLA 220,CB00258HSR,Retiro,CONSORCIO 3C PLAYA SAC
1516,ATRIA ENERGIA S.A.C.,VENTANILLA 220,CB00255HSR,Retiro,ALFRIMAC PERU SOCIEDAD ANONIMA CERRADA - ALFRIMAC
1517,ATRIA ENERGIA S.A.C.,PIURA OESTE 220,CB00263HSR,Retiro,TROPICAL FRUIT TRADING PERU SOCIEDAD ANONIMA CERRA
1518,ATRIA ENERGIA S.A.C.,SANTA ROSA 220,CB00257HSR,Retiro,ALTA VIDDA GAS S.A.C.
1519,ATRIA ENERGIA S.A.C.,CHAVARRIA 220,CB00256HSR,Retiro,ALTA VIDDA GAS S.A.C.
1520,BIOENERGIA DEL CHIRA S.A.,PIURA OESTE 220,CB00004BCH,Retiro,AGRICOLA DEL CHIRA S.A.
1521,KALLPA GENERACION S.A.,SAN JUAN 220,CB00204KLL,Retiro,ECOPACKING CARTONES SOCIEDAD ANONIMA
1522,STATKRAFT S.A,SANTA ROSA 220,CB00211SKP,Retiro,LATEX Y PLASTICOS SRLTDA
1523,ELECTROPERU,CAJAMARQUILLA 220,CB00159ELP,Retiro,NEXA RESOURCES CAJAMARQUILLA S.A.
1524,ELECTROPERU,PARAGSHA2 138,CB00158ELP,Retiro,NEXA RESOURCES ATACOCHA S.A.A.
1525,ELECTROPERU,PARAGSHA2 138,CB00160ELP,Retiro,NEXA RESOURCES EL PORVENIR S.A.C.
1526,ELECTROPERU,DESIERTO 220,CB00161ELP,Retiro,NEXA RESOURCES PERÚ S.A.A.
1527,ENGIE,CHIMBOTE1 138,CB00388ENG,Retiro,AUSTRAL GROUP S.A.A
1528,STATKRAFT S.A,SAN JUAN 220,CB00214SKP,Retiro,CERAMICA LIMA S A
1529,STATKRAFT S.A,CHAVARRIA 220,CB00213SKP,Retiro,CERAMICA LIMA S A
1530,STATKRAFT S.A,SANTA ROSA 220,CB00215SKP,Retiro,CERAMICA LIMA S A
1531,STATKRAFT S.A,CHAVARRIA 220,CB00218SKP,Retiro,CORPORACION CERAMICA S.A.
1532,STATKRAFT S.A,CHAVARRIA 220,CB00216SKP,Retiro,CIA MINERA LAS CAMELIAS S.A.
1533,STATKRAFT S.A,SANTA ROSA 220,CB00217SKP,Retiro,CIA MINERA LAS CAMELIAS S.A.
1534,STATKRAFT S.A,SANTA ROSA 220,CB00212SKP,Retiro,BPO CONSULTING SOCIEDAD ANONIMA CERRADA
1535,ORAZUL ENERGY PERÚ,CARABAYLLO 220,CB00051OEP,Retiro,ENEL DISTRIBUCION PERU
1536,ORAZUL ENERGY PERÚ,CHAVARRIA 220,CB00052OEP,Retiro,ENEL DISTRIBUCION PERU
1537,ORAZUL ENERGY PERÚ,HUACHO 220,CB00053OEP,Retiro,ENEL DISTRIBUCION PERU
1538,ORAZUL ENERGY PERÚ,LOMERA 220,CB00054OEP,Retiro,ENEL DISTRIBUCION PERU
1539,ORAZUL ENERGY PERÚ,PARAMONGA NUEVA 220,CB00055OEP,Retiro,ENEL DISTRIBUCION PERU
1540,ORAZUL ENERGY PERÚ,SANTA ROSA 220,CB00056OEP,Retiro,ENEL DISTRIBUCION PERU
1541,ORAZUL ENERGY PERÚ,VENTANILLA 220,CB00057OEP,Retiro,ENEL DISTRIBUCION PERU
1542,ORAZUL ENERGY PERÚ,ZAPALLAL 220,CB00058OEP,Retiro,ENEL DISTRIBUCION PERU
1543,ATRIA ENERGIA S.A.C.,SOCABAYA 220,CB00270HSR,Retiro,CURTIEMBRE AUSTRAL S.R.L.
1544,ATRIA ENERGIA S.A.C.,PIURA OESTE 220,CB00274HSR,Retiro,JUMAR PERU S.A.C.
1545,ATRIA ENERGIA S.A.C.,PIURA OESTE 220,CB00280HSR,Retiro,PESQUERA HERMANOS CORDOVA S.A.C.
1546,ATRIA ENERGIA S.A.C.,CHICLAYO 220,CB00272HSR,Retiro,GANDULES INC SAC
1547,ATRIA ENERGIA S.A.C.,TRUJILLO 220,CB00281HSR,Retiro,SEGURINDUSTRIA SA
1548,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00275HSR,Retiro,METRO INDUSTRIAS PLASTICAS SOCIEDAD ANON
1549,ATRIA ENERGIA S.A.C.,ICA 220,CB00265HSR,Retiro,AGRICOLA COPACABANA DE CHINCHA S.A.
1550,ATRIA ENERGIA S.A.C.,CARHUAMAYO 138,CB00268HSR,Retiro,AUREX S.A.
1551,ATRIA ENERGIA S.A.C.,SANTA ROSA 220,CB00282HSR,Retiro,SOCIEDAD INDUSTRIAL ANDINA S.A.
1552,ATRIA ENERGIA S.A.C.,VENTANILLA 220,CB00271HSR,Retiro,ESTACION DE SERVICIOS PETRO WORLD S.A.C.
1553,ATRIA ENERGIA S.A.C.,ZORRITOS 220,CB00269HSR,Retiro,COMISION DE USUARIOS PUERTO EL CURA
1554,FENIX POWER PERÚ,LOMERA 220,CB00187FPP,Retiro,DEL ANDE ALIMENTOS S.A.C.
1555,ATRIA ENERGIA S.A.C.,SANTA ROSA 220,CB00286HSR,Retiro,LOS PORTALES S.A.
1556,ATRIA ENERGIA S.A.C.,VENTANILLA 220,CB00287HSR,Retiro,SOLGAS S.A.
1557,INLAND ENERGY SAC,CANTERA 220,CB00238INL,Retiro,LUZ DEL SUR
1558,ENGIE,PIURA OESTE 220,CB00398ENG,Retiro,ELECTRONOROESTE S.A.
1559,ENGIE,ICA 220,CB00399ENG,Retiro,INMOBILIARIA EL QUINDE S.A.C.
1560,ELECTROPERU,SANTA ROSA 220,CB00162ELP,Retiro,NEXA RESOURCES CAJAMARQUILLA S.A.
1561,EGASA,MOLLENDO 138,CB00064EGA,Retiro,TERMINAL INTERNACIONAL DEL SUR
1562,ENGIE,CHICLAYO 220,CB00402ENG,Retiro,COELVISAC
1563,ENGIE,HUACHO 220,CB00403ENG,Retiro,COELVISAC
1564,ATRIA ENERGIA S.A.C.,CAJAMARQUILLA 220,CB00297HSR,Retiro,INDUSTRIAS C & M PLAST S.A.C.
1565,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00296HSR,Retiro,INDUSTRIAS BERLIN S.A.C.
1566,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00294HSR,Retiro,GRUPO MARNIC S.A.C.
1567,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00301HSR,Retiro,INVERSIONES JOSE MANUEL E.I.R.L.
1568,ATRIA ENERGIA S.A.C.,SANTA ROSA 220,CB00300HSR,Retiro,INVERSIONES HANSON SOCIEDAD ANONIMA CERRADA
1569,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00288HSR,Retiro,ADMINISTRADORA CLINICA RICARDO PALMA S.A.
1570,ATRIA ENERGIA S.A.C.,CHAVARRIA 220,CB00292HSR,Retiro,ESTACION DE SERVICIOS H & A SOCIEDAD ANONIMA CERRADA - ESTACION DE SERVICIOS H & A S.A.C.
1571,ATRIA ENERGIA S.A.C.,SANTA ROSA 220,CB00302HSR,Retiro,MANUFACTURAS LA REAL S.A.
1572,ATRIA ENERGIA S.A.C.,CAJAMARQUILLA 220,CB00293HSR,Retiro,EXPORTADORA ROMEX S.A.
1573,ATRIA ENERGIA S.A.C.,SANTA ROSA 220,CB00289HSR,Retiro,AJEPER
1574,ATRIA ENERGIA S.A.C.,INDEPENDENCIA 220,CB00290HSR,Retiro,CONS. ELECT. VILLACURI
1575,ATRIA ENERGIA S.A.C.,VILLACURI 22.9,CB00291HSR,Retiro,CONS. ELECT. VILLACURI
1576,ATRIA ENERGIA S.A.C.,INDEPENDENCIA 220,CB00298HSR,Retiro,INMOBILIARIA AMERICAN GROUP
1577,ATRIA ENERGIA S.A.C.,PUEBLO NUEVO 10,CB00299HSR,Retiro,INMOBILIARIA AMERICAN GROUP
1578,STATKRAFT S.A,CHAVARRIA 220,CB00222SKP,Retiro,SAINT - GOBAIN MORTEROS S.A.C.
1579,ATRIA ENERGIA S.A.C.,CHICLAYO 220,CB00305HSR,Retiro,EMPRESA MOLINERA DEL PERU SOCIEDAD ANONIMA CERRADA
1580,ATRIA ENERGIA S.A.C.,SAN JUAN 220,CB00304HSR,Retiro,CORPORACION CARNICA S.A.C.
1581,ATRIA ENERGIA S.A.C.,CHICLAYO 220,CB00306HSR,Retiro,MOCHICA LADRILLOS Y AGREGADOS E.I.R.L.
1582,KALLPA GENERACION S.A.,CHILINA 138,CB00207KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
1583,ATRIA ENERGIA S.A.C.,CHAVARRIA 220,CB00313HSR,Retiro,RECIP. ENVASES Y ESTAMPAD. METALICOS SA
1584,ATRIA ENERGIA S.A.C.,SOCABAYA 220,CB00315HSR,Retiro,SOCOSANI S A
1585,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00312HSR,Retiro,PLASTICOS ALSERSA S.R.LTDA
1586,ATRIA ENERGIA S.A.C.,SAN JUAN 220,CB00311HSR,Retiro,PERUVIAN NATURE S & S S.A.C.
1587,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00314HSR,Retiro,REPRESENTACIONES E IMPORTACIONES MIJ SOCIEDAD COME
1588,ATRIA ENERGIA S.A.C.,CHAVARRIA 220,CB00308HSR,Retiro,COMPUESTOS SINTETICOS S A
1589,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00309HSR,Retiro,HILPLAST S.A.C.
1590,ATRIA ENERGIA S.A.C.,CHAVARRIA 220,CB00310HSR,Retiro,ORGINOR NATURAL S.A.
1591,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00208KLL,Retiro,PAPELERA NACIONAL S.A.
1592,FENIX POWER PERÚ,PIURA OESTE 220,CB00188FPP,Retiro,GRUPO PATIO COMERCIAL S.A.C.
1593,ATRIA ENERGIA S.A.C.,SAN JUAN 220,CB00317HSR,Retiro,ARIN S A
1594,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00321HSR,Retiro,FIDEPLAST ASTO S.A.C.
1595,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00319HSR,Retiro,OTERRA S.A.
1596,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00322HSR,Retiro,GEXIM S.A.C.
1597,ATRIA ENERGIA S.A.C.,ICA 220,CB00316HSR,Retiro,AGROEX GROUP S.A.C.
1598,ATRIA ENERGIA S.A.C.,INDEPENDENCIA 220,CB00320HSR,Retiro,FARMACOLOGICOS VETERINARIOS S.A.C.
1599,ANDEAN POWER S.A.C.,CHAVARRIA 220,CB00112ADP,Retiro,PAPELERA REYES S.A.C
1600,INLAND ENERGY SAC,ALTO PRADERAS 220kV,CB00242INL,Retiro,LIMAGAS NATURAL PERU SOCIEDAD ANONIMA
1601,SAN GABAN,YAUPI138,CB00081SGB,Retiro,EGEPSA
1602,INLAND ENERGY SAC,SANTA ROSA 220,CB00246INL,Retiro,SCOTIABANK PERU S.A.A.
1603,ATRIA ENERGIA S.A.C.,INDEPENDENCIA 220,CB00329HSR,Retiro,AGROPECUARIA RIO BRAVO HNOS S.A.C.
1604,ATRIA ENERGIA S.A.C.,INDUSTRIALES 220,CB00332HSR,Retiro,CORPORACION EL TRIGAL S.A.C.
1605,ATRIA ENERGIA S.A.C.,SAN JUAN 220,CB00331HSR,Retiro,CONVERT FOOTWEAR CORP. EIRL
1606,ATRIA ENERGIA S.A.C.,CAJAMARQUILLA 220,CB00338HSR,Retiro,CONSORCIO YCEK SOCIEDAD ANONIMA CERRADA
1607,ATRIA ENERGIA S.A.C.,SANTA ROSA 220,CB00339HSR,Retiro,GUILLERMO LI S.A.C.
1608,ATRIA ENERGIA S.A.C.,PIURA OESTE 220,CB00333HSR,Retiro,COSTA MIRA SOCIEDAD ANONIMA CERRADA
1609,KALLPA GENERACION S.A.,INDEPENDENCIA 220,CB00216KLL,Retiro,TEXTIL DEL VALLE S.A
1610,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00215KLL,Retiro,SALES Y DERIVADOS DE COBRE
1611,KALLPA GENERACION S.A.,SAN JUAN 220,CB00212KLL,Retiro,DON GEORGE S.A.
1612,KALLPA GENERACION S.A.,PARAMONGA NUEVA 138,CB00210KLL,Retiro,AGRICOLA INTERANDINA S.A.C.
1613,ENGIE,SAN JUAN 220,CB00409ENG,Retiro,DEPOSITOS S A
1614,ENGIE,SANTA ROSA 220,CB00412ENG,Retiro,SERVICIOS LOGISTICOS AUTOMOTRICES S.A.
1615,ATRIA ENERGIA S.A.C.,PIURA OESTE 220,CB00345HSR,Retiro,EL PEDREGAL S.A
1616,ATRIA ENERGIA S.A.C.,ICA 220,CB00344HSR,Retiro,EL PEDREGAL S.A
1617,ATRIA ENERGIA S.A.C.,TRUJILLO 220,CB00347HSR,Retiro,GANDULES INC SAC
1618,ATRIA ENERGIA S.A.C.,SANTA ROSA 220,CB00343HSR,Retiro,CORPORACION VISTA ALEGRE S.A.C.
1619,ATRIA ENERGIA S.A.C.,CHAVARRIA 220,CB00348HSR,Retiro,GASOCENTRO NORTE SOCIEDAD ANONIMA CERRADA
1620,ATRIA ENERGIA S.A.C.,CHAVARRIA 220,CB00349HSR,Retiro,PROMOTORA DE PROYECTOS BLUM S.A.C
1621,ATRIA ENERGIA S.A.C.,SANTA ROSA 220,CB00346HSR,Retiro,ENERGIGAS S.A.C.
1622,ATRIA ENERGIA S.A.C.,SANTA ROSA 220,CB00342HSR,Retiro,CENTROGAS IQUITOS S.A.C.
1623,ATRIA ENERGIA S.A.C.,HUALLANCA 138,CB00353HSR,Retiro,MINERA VENARD S.A.C.
1624,KALLPA GENERACION S.A.,PEDREGAL 10,CB00217KLL,Retiro,TEXTIL DEL VALLE S.A
