,EMPRESA,BARRA TRANSFERENCIA,CODIGO,ENTREGA/RETIRO,CENTRAL/CLIENTE
1067,KALLPA GENERACION S.A.,QUENCORO 138,CL00069KLL,Retiro,ELECTRO SUR ESTE
1068,KALLPA GENERACION S.A.,SAN GABAN 138,CL00070KLL,Retiro,ELECTRO SUR ESTE
1069,KALLPA GENERACION S.A.,TINTAYA EXISTENTE 138,CL00071KLL,Retiro,ELECTRO SUR ESTE
1070,KALLPA GENERACION S.A.,CARABAYLLO 220,CL00072KLL,Retiro,ENEL DISTRIBUCION PERU
1071,KALLPA GENERACION S.A.,CHAVARRIA 220,CL00073KLL,Retiro,ENEL DISTRIBUCION PERU
1072,KALLPA GENERACION S.A.,HUACHO 220,CL00074KLL,Retiro,ENEL DISTRIBUCION PERU
1073,KALLPA GENERACION S.A.,LOMERA 220,CL00075KLL,Retiro,ENEL DISTRIBUCION PERU
1074,KALLPA GENERACION S.A.,PARAMONGA NUEVA 220,CL00076KLL,Retiro,ENEL DISTRIBUCION PERU
1075,KALLPA GENERACION S.A.,SANTA ROSA 220,CL00077KLL,Retiro,ENEL DISTRIBUCION PERU
1076,KALLPA GENERACION S.A.,VENTANILLA 220,CL00078KLL,Retiro,ENEL DISTRIBUCION PERU
1077,KALLPA GENERACION S.A.,ZAPALLAL 220,CL00079KLL,Retiro,ENEL DISTRIBUCION PERU
1078,KALLPA GENERACION S.A.,CAJAMARCA 220,CL00080KLL,Retiro,HIDRANDINA
1079,KALLPA GENERACION S.A.,CHIMBOTE1 138,CL00081KLL,Retiro,HIDRANDINA
1080,KALLPA GENERACION S.A.,CHIMBOTE1 220,CL00082KLL,Retiro,HIDRANDINA
1081,KALLPA GENERACION S.A.,GUADALUPE 220,CL00083KLL,Retiro,HIDRANDINA
1082,KALLPA GENERACION S.A.,GUADALUPE 60,CL00084KLL,Retiro,HIDRANDINA
1083,KALLPA GENERACION S.A.,HUALLANCA 138,CL00085KLL,Retiro,HIDRANDINA
1084,KALLPA GENERACION S.A.,PARAMONGA NUEVA 220,CL00086KLL,Retiro,HIDRANDINA
1085,KALLPA GENERACION S.A.,TRUJILLO 220,CL00087KLL,Retiro,HIDRANDINA
1086,KALLPA GENERACION S.A.,CALLAHUANCA EDEGEL 220,CL00088KLL,Retiro,LUZ DEL SUR
1087,KALLPA GENERACION S.A.,CANTERA 220,CL00089KLL,Retiro,LUZ DEL SUR
1088,KALLPA GENERACION S.A.,CHILCA REP 220,CL00090KLL,Retiro,LUZ DEL SUR
1089,KALLPA GENERACION S.A.,INDUSTRIALES 220,CL00091KLL,Retiro,LUZ DEL SUR
1090,KALLPA GENERACION S.A.,SAN JUAN 220,CL00092KLL,Retiro,LUZ DEL SUR
1091,KALLPA GENERACION S.A.,SANTA ROSA 220,CL00093KLL,Retiro,LUZ DEL SUR
1092,KALLPA GENERACION S.A.,CALLALLI 138,CL00094KLL,Retiro,SEAL
1093,KALLPA GENERACION S.A.,CHILINA 138,CL00095KLL,Retiro,SEAL
1094,KALLPA GENERACION S.A.,MARCONA 220,CL00096KLL,Retiro,SEAL
1095,KALLPA GENERACION S.A.,MOLLENDO 138,CL00097KLL,Retiro,SEAL
1096,KALLPA GENERACION S.A.,REPARTICIÓN 138,CL00098KLL,Retiro,SEAL
1097,KALLPA GENERACION S.A.,SANTUARIO 138,CL00099KLL,Retiro,SEAL
1098,KALLPA GENERACION S.A.,SOCABAYA 138,CL00100KLL,Retiro,SEAL
1099,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00293EPE,Retiro,PRECOTEX
1100,EMPRESA DE GENERACION HUANZA,GUADALUPE 60,CB00015EGH,Retiro,MINERA LA ZANJA S.R.L
1101,ORAZUL ENERGY PERÚ,PIURA OESTE 220,CL00027OEP,Retiro,ELECTRONOROESTE S.A.
1102,ORAZUL ENERGY PERÚ,TALARA 220,CL00032OEP,Retiro,ELECTRONOROESTE S.A.
1103,ORAZUL ENERGY PERÚ,ZORRITOS 220,CL00038OEP,Retiro,ELECTRONOROESTE S.A.
1104,ORAZUL ENERGY PERÚ,CAJAMARCA 220,CL00040OEP,Retiro,ELECTRONORTE S.A.
1105,ORAZUL ENERGY PERÚ,CARHUAQUERO 220,CL00007OEP,Retiro,ELECTRONORTE S.A.
1106,ORAZUL ENERGY PERÚ,CHICLAYO 220,CL00009OEP,Retiro,ELECTRONORTE S.A.
1107,ORAZUL ENERGY PERÚ,CAJAMARCA 220,CL00003OEP,Retiro,HIDRANDINA
1108,ORAZUL ENERGY PERÚ,CHIMBOTE1 138,CL00011OEP,Retiro,HIDRANDINA
1109,ORAZUL ENERGY PERÚ,CHIMBOTE1 220,CL00001OEP,Retiro,HIDRANDINA
1110,ORAZUL ENERGY PERÚ,GUADALUPE 220,CL00013OEP,Retiro,HIDRANDINA
1111,ORAZUL ENERGY PERÚ,GUADALUPE 60,CL00014OEP,Retiro,HIDRANDINA
1112,ORAZUL ENERGY PERÚ,HUALLANCA 138,CL00016OEP,Retiro,HIDRANDINA
1113,ORAZUL ENERGY PERÚ,PARAMONGA NUEVA 220,CL00026OEP,Retiro,HIDRANDINA
1114,ORAZUL ENERGY PERÚ,TRUJILLO 220,CL00035OEP,Retiro,HIDRANDINA
1115,ORAZUL ENERGY PERÚ,HUANCAVELICA 220,CL00018OEP,Retiro,ELECTRO DUNAS
1116,ORAZUL ENERGY PERÚ,TOCACHE 138,CL00034OEP,Retiro,ELECTRO ORIENTE
1117,ORAZUL ENERGY PERÚ,CARABAYLLO 220,CL00005OEP,Retiro,ENEL DISTRIBUCION PERU
1118,ORAZUL ENERGY PERÚ,CHAVARRIA 220,CL00008OEP,Retiro,ENEL DISTRIBUCION PERU
1119,ORAZUL ENERGY PERÚ,HUACHO 220,CL00015OEP,Retiro,ENEL DISTRIBUCION PERU
1120,ORAZUL ENERGY PERÚ,PARAMONGA NUEVA 220,CL00025OEP,Retiro,ENEL DISTRIBUCION PERU
1121,ORAZUL ENERGY PERÚ,SANTA ROSA 220,CL00031OEP,Retiro,ENEL DISTRIBUCION PERU
1122,ORAZUL ENERGY PERÚ,VENTANILLA 220,CL00036OEP,Retiro,ENEL DISTRIBUCION PERU
1123,ORAZUL ENERGY PERÚ,ZAPALLAL 220,CL00037OEP,Retiro,ENEL DISTRIBUCION PERU
1124,ORAZUL ENERGY PERÚ,LOMERA 220,CL00045OEP,Retiro,ENEL DISTRIBUCION PERU
1125,ORAZUL ENERGY PERÚ,CALLAHUANCA EDEGEL 220,CL00039OEP,Retiro,LUZ DEL SUR
1126,ORAZUL ENERGY PERÚ,CHILCA REP 220,CL00010OEP,Retiro,LUZ DEL SUR
1127,ORAZUL ENERGY PERÚ,INDUSTRIALES 220,CL00022OEP,Retiro,LUZ DEL SUR
1128,ORAZUL ENERGY PERÚ,SAN JUAN 220,CL00029OEP,Retiro,LUZ DEL SUR
1129,ORAZUL ENERGY PERÚ,SANTA ROSA 220,CL00030OEP,Retiro,LUZ DEL SUR
1130,ORAZUL ENERGY PERÚ,CANTERA 220,CL00044OEP,Retiro,LUZ DEL SUR
1131,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00294EPE,Retiro,CALIZA CEMENTO INCA S.A.
1132,ENGIE,SAN JUAN 220,CB00244ENG,Retiro,PARQUE LAMBRAMANI SAC
1133,ENEL GENERACION PERU S.A.A.,INDEPENDENCIA 220,CB00298EPE,Retiro,COMPLEJO AGROINDUSTRIAL BETA S.A.
1134,ENEL GENERACION PERU S.A.A.,ICA 220,CB00297EPE,Retiro,COMPLEJO AGROINDUSTRIAL BETA S.A.
1135,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00301EPE,Retiro,PEVISA AUTO PARTS S.A.
1136,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00304EPE,Retiro,UNIVERSIDAD PERUANA UNION
1137,STATKRAFT S.A,SANTA ROSA 220,CB00150SKP,Retiro,TDM GEOSINTETICOS S.A.
1138,ENGIE,CHIMBOTE1 220,CB00269ENG,Retiro,HIDRANDINA
1139,ENGIE,CAJAMARCA 220,CB00267ENG,Retiro,HIDRANDINA
1140,ENGIE,CHIMBOTE1 138,CB00268ENG,Retiro,HIDRANDINA
1141,ENGIE,GUADALUPE 220,CB00270ENG,Retiro,HIDRANDINA
1142,ENGIE,GUADALUPE 60,CB00271ENG,Retiro,HIDRANDINA
1143,ENGIE,HUALLANCA 138,CB00272ENG,Retiro,HIDRANDINA
1144,ENGIE,PARAMONGA NUEVA 220,CB00273ENG,Retiro,HIDRANDINA
1145,ENGIE,TRUJILLO 220,CB00274ENG,Retiro,HIDRANDINA
1146,ENGIE,PIURA OESTE 220,CB00260ENG,Retiro,ELECTRONOROESTE S.A.
1147,ENGIE,TALARA 220,CB00261ENG,Retiro,ELECTRONOROESTE S.A.
1148,ENGIE,ZORRITOS 220,CB00262ENG,Retiro,ELECTRONOROESTE S.A.
1149,ENGIE,LA NIÑA 220,CB00259ENG,Retiro,ELECTRONOROESTE S.A.
1150,ENGIE,CARHUAQUERO 220,CB00264ENG,Retiro,ELECTRONORTE S.A.
1151,ENGIE,CHICLAYO 220,CB00265ENG,Retiro,ELECTRONORTE S.A.
1152,ENGIE,CAJAMARCA 220,CB00263ENG,Retiro,ELECTRONORTE S.A.
1153,ENGIE,AUCAYACU 138,CB00245ENG,Retiro,ELECTROCENTRO
1154,ENGIE,CAMPO ARMIÑO 220,CB00246ENG,Retiro,ELECTROCENTRO
1155,ENGIE,CARHUAMAYO 138,CB00247ENG,Retiro,ELECTROCENTRO
1156,ENGIE,CONDORCOCHA 44,CB00248ENG,Retiro,ELECTROCENTRO
1157,ENGIE,HUANCAVELICA 220,CB00249ENG,Retiro,ELECTROCENTRO
1158,ENGIE,HUANUCO 138,CB00250ENG,Retiro,ELECTROCENTRO
1159,ENGIE,HUAYUCACHI 220,CB00251ENG,Retiro,ELECTROCENTRO
1160,ENGIE,OROYA NUEVA 50,CB00252ENG,Retiro,ELECTROCENTRO
1161,ENGIE,PARAGSHA2 138,CB00254ENG,Retiro,ELECTROCENTRO
1162,ENGIE,POMACOCHA 220,CB00255ENG,Retiro,ELECTROCENTRO
1163,ENGIE,VIZCARRA 220,CB00257ENG,Retiro,ELECTROCENTRO
1164,ENGIE,PACHACHACA 220,CB00253ENG,Retiro,ELECTROCENTRO
1165,ENGIE,TINGO MARIA 138,CB00256ENG,Retiro,ELECTROCENTRO
1166,ENGIE,YAUPI138,CB00258ENG,Retiro,ELECTROCENTRO
1167,EGEMSA,SANTA ROSA 220,CB00120EGM,Retiro,CONDUCTORES ELÉCTRICOS PERUANOS (CEPER)
1168,CELEPSA,CHAVARRIA 220,CL00104CLP,Retiro,ENEL DISTRIBUCION PERU
1169,CELEPSA,SANTA ROSA 220,CL00107CLP,Retiro,ENEL DISTRIBUCION PERU
1170,CELEPSA,VENTANILLA 220,CL00108CLP,Retiro,ENEL DISTRIBUCION PERU
1171,CELEPSA,PARAMONGA NUEVA 220,CL00106CLP,Retiro,ENEL DISTRIBUCION PERU
1172,CELEPSA,HUACHO 220,CL00105CLP,Retiro,ENEL DISTRIBUCION PERU
1173,TERMOSELVA,HUANCAVELICA 220,CL00147TER,Retiro,ELECTRO DUNAS
1174,KALLPA GENERACION S.A.,ASIA 220,CL00119KLL,Retiro,LUZ DEL SUR
1175,KALLPA GENERACION S.A.,ALTO PRADERAS 220kV,CL00116KLL,Retiro,LUZ DEL SUR
1176,KALLPA GENERACION S.A.,CARABAYLLO 220,CL00108KLL,Retiro,ENEL DISTRIBUCION PERU
1177,KALLPA GENERACION S.A.,CHAVARRIA 220,CL00109KLL,Retiro,ENEL DISTRIBUCION PERU
1178,KALLPA GENERACION S.A.,HUACHO 220,CL00110KLL,Retiro,ENEL DISTRIBUCION PERU
1179,KALLPA GENERACION S.A.,PARAMONGA NUEVA 220,CL00112KLL,Retiro,ENEL DISTRIBUCION PERU
1180,KALLPA GENERACION S.A.,SANTA ROSA 220,CL00113KLL,Retiro,ENEL DISTRIBUCION PERU
1181,KALLPA GENERACION S.A.,VENTANILLA 220,CL00114KLL,Retiro,ENEL DISTRIBUCION PERU
1182,KALLPA GENERACION S.A.,ZAPALLAL 220,CL00115KLL,Retiro,ENEL DISTRIBUCION PERU
1183,KALLPA GENERACION S.A.,LOMERA 220,CL00111KLL,Retiro,ENEL DISTRIBUCION PERU
1184,KALLPA GENERACION S.A.,CHILCA REP 220,CL00122KLL,Retiro,LUZ DEL SUR
1185,KALLPA GENERACION S.A.,INDUSTRIALES 220,CL00123KLL,Retiro,LUZ DEL SUR
1186,KALLPA GENERACION S.A.,SAN JUAN 220,CL00124KLL,Retiro,LUZ DEL SUR
1187,KALLPA GENERACION S.A.,SANTA ROSA 220,CL00125KLL,Retiro,LUZ DEL SUR
1188,KALLPA GENERACION S.A.,CALLAHUANCA EDEGEL 220,CL00120KLL,Retiro,LUZ DEL SUR
1189,KALLPA GENERACION S.A.,ASIA 220,CL00118KLL,Retiro,LUZ DEL SUR
1190,KALLPA GENERACION S.A.,ALTO PRADERAS 220kV,CL00117KLL,Retiro,LUZ DEL SUR
1191,KALLPA GENERACION S.A.,CANTERA 220,CL00121KLL,Retiro,LUZ DEL SUR
1192,KALLPA GENERACION S.A.,CARIPA138,CL00107KLL,Retiro,ELECTROCENTRO
1193,ELECTROPERU,ALTO PRADERAS 220kV,CL00144ELP,Retiro,LUZ DEL SUR
1194,ELECTROPERU,ASIA 220,CL00146ELP,Retiro,LUZ DEL SUR
1195,ENEL GENERACION PERU S.A.A.,ASIA 220,CL00143EPE,Retiro,LUZ DEL SUR
1196,ENEL GENERACION PERU S.A.A.,ALTO PRADERAS 220kV,CL00142EPE,Retiro,LUZ DEL SUR
1197,CHINANGO S.A.C.,ASIA 220,CL00143CHI,Retiro,LUZ DEL SUR
1198,CHINANGO S.A.C.,ALTO PRADERAS 220kV,CL00142CHI,Retiro,LUZ DEL SUR
1199,ORAZUL ENERGY PERÚ,ASIA 220,CL00047OEP,Retiro,LUZ DEL SUR
1200,ORAZUL ENERGY PERÚ,ALTO PRADERAS 220kV,CL00046OEP,Retiro,LUZ DEL SUR
1201,TERMOSELVA,ASIA 220,CL00149TER,Retiro,LUZ DEL SUR
1202,TERMOSELVA,ALTO PRADERAS 220kV,CL00148TER,Retiro,LUZ DEL SUR
1203,ENEL GENERACION PIURA S.A.,ALTO PRADERAS 220kV,CL00142EPI,Retiro,LUZ DEL SUR
1204,ENEL GENERACION PIURA S.A.,ASIA 220,CL00143EPI,Retiro,LUZ DEL SUR
1205,FENIX POWER PERÚ,ASIA 220,CL00144FPP,Retiro,LUZ DEL SUR
1206,FENIX POWER PERÚ,ALTO PRADERAS 220kV,CL00143FPP,Retiro,LUZ DEL SUR
1207,ENGIE,POMACOCHA 220,CB00282ENG,Retiro,MINERA VOLCAN
1208,ENGIE,OROYA NUEVA 50,CB00281ENG,Retiro,MINERA VOLCAN
1209,ENGIE,PARAGSHA2 138,CB00277ENG,Retiro,EMPRESA ADMINISTRADORA CERRO S.A.C.
1210,ENGIE,PARAGSHA2 138,CB00284ENG,Retiro,OXIDOS DE PASCO S.A.C.
1211,ENGIE,CARHUAMAYO 138,CB00283ENG,Retiro,OXIDOS DE PASCO S.A.C.
1212,ENGIE,PARAGSHA2 138,CB00286ENG,Retiro,EMP.EXPLOTADORA DE VINCHOS LTDA S.A.C.
1213,STATKRAFT S.A,SANTA ROSA 220,CB00154SKP,Retiro,TDM ASFALTOS SOCIEDAD ANONIMA CERRADA
1214,EGASA,ASIA 220,CL00143EGA,Retiro,LUZ DEL SUR
1215,EGASA,ALTO PRADERAS 220kV,CL00142EGA,Retiro,LUZ DEL SUR
1216,ENGIE,ASIA 220,CL00145ENG,Retiro,LUZ DEL SUR
1217,ENGIE,ALTO PRADERAS 220kV,CL00144ENG,Retiro,LUZ DEL SUR
1218,EGESUR,ASIA 220,CL00143EGS,Retiro,LUZ DEL SUR
1219,EGESUR,ALTO PRADERAS 220kV,CL00142EGS,Retiro,LUZ DEL SUR
1220,SAN GABAN,ALTO PRADERAS 220kV,CL00142SGB,Retiro,LUZ DEL SUR
1221,SAN GABAN,ASIA 220,CL00143SGB,Retiro,LUZ DEL SUR
1222,HIDROELECTRICA HUANCHOR S.A.C.,ALTO PRADERAS 220kV,CL00142HHU,Retiro,LUZ DEL SUR
1223,HIDROELECTRICA HUANCHOR S.A.C.,ASIA 220,CL00143HHU,Retiro,LUZ DEL SUR
1224,EGEMSA,CARIPA138,CL00111EGM,Retiro,ELECTROCENTRO
1225,CELEPSA,LOMERA 220,CL00111CLP,Retiro,ENEL DISTRIBUCION PERU
1226,CELEPSA,CARABAYLLO 220,CL00110CLP,Retiro,ENEL DISTRIBUCION PERU
1227,CELEPSA,ZAPALLAL 220,CL00112CLP,Retiro,ENEL DISTRIBUCION PERU
1228,EMPRESA DE GENERACION HUALLAGA,CARIPA138,CL00065ODE,Retiro,ELECTROCENTRO
1229,ENGIE,CARHUAMAYO 138,CB00288ENG,Retiro,EMPRESA ADMINISTRADORA CERRO S.A.C.
1230,ENGIE,PARAGSHA2 220,CB00289ENG,Retiro,COMPAÑÍA MINERA CHUNGAR SAC
1231,STATKRAFT S.A,CARIPA138,CL00186SKP,Retiro,ELECTROCENTRO
1232,TERMOCHILCA,ASIA 220,CL00143TCH,Retiro,LUZ DEL SUR
1233,TERMOCHILCA,ALTO PRADERAS 220kV,CL00142TCH,Retiro,LUZ DEL SUR
1234,INLAND ENERGY SAC,INDUSTRIALES 220,CB00052INL,Retiro,ANITA FOOD S.A.
1235,INLAND ENERGY SAC,INDUSTRIALES 220,CB00067INL,Retiro,QUAD/GRAPHICS PERU S.A.
1236,INLAND ENERGY SAC,INDUSTRIALES 220,CB00157INL,Retiro,QUAD/GRAPHICS PERU S.A.
1237,INLAND ENERGY SAC,INDUSTRIALES 220,CB00155INL,Retiro,QUAD/GRAPHICS PERU S.A.
1238,INLAND ENERGY SAC,INDUSTRIALES 220,CB00156INL,Retiro,QUAD/GRAPHICS PERU S.A.
1239,INLAND ENERGY SAC,SAN JUAN 220,CB00161INL,Retiro,TECNICAS METALICAS INGENIEROS S.A.C.
1240,INLAND ENERGY SAC,SANTA ROSA 220,CB00071INL,Retiro,COMERCIAL DEL ACERO S A
1241,INLAND ENERGY SAC,INDUSTRIALES 220,CB00083INL,Retiro,1818 S.A.C
1242,INLAND ENERGY SAC,SAN JUAN 220,CB00089INL,Retiro,METROCOLOR
1243,INLAND ENERGY SAC,INDUSTRIALES 220,CB00102INL,Retiro,NORTHING S.A.C.
1244,INLAND ENERGY SAC,INDUSTRIALES 220,CB00096INL,Retiro,PLASTICOS DEL CENTRO S.A.C.
1245,INLAND ENERGY SAC,INDUSTRIALES 220,CB00181INL,Retiro,SCOTIABANK PERU S.A.A.
1246,INLAND ENERGY SAC,SAN JUAN 220,CB00113INL,Retiro,GOLDEN GAMING S.A.
1247,INLAND ENERGY SAC,SAN JUAN 220,CB00114INL,Retiro,NEWPORT CAPITAL S.A.C.
1248,INLAND ENERGY SAC,SAN JUAN 220,CB00115INL,Retiro,BRATA S.R.L.
1249,INLAND ENERGY SAC,INDUSTRIALES 220,CB00179INL,Retiro,PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS
1250,INLAND ENERGY SAC,INDUSTRIALES 220,CB00180INL,Retiro,PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS
1251,INLAND ENERGY SAC,SAN JUAN 220,CB00126INL,Retiro,INDUSTRIAS TEXTILES ENZO S.A
1252,INLAND ENERGY SAC,SANTA ROSA 220,CB00127INL,Retiro,ITAL GRES INDUSTRIAL S.A.C.
1253,INLAND ENERGY SAC,ALTO PRADERAS 220kV,CB00129INL,Retiro,FIBRAFIL S.A.
1254,INLAND ENERGY SAC,CHILCA REP 220,CB00131INL,Retiro,FIBRAFIL S.A.
1255,INLAND ENERGY SAC,INDUSTRIALES 220,CB00128INL,Retiro,FABRILCO S.A.C.
1256,INLAND ENERGY SAC,INDUSTRIALES 220,CB00172INL,Retiro,CONSTRUCTORA EL ROBLE S.A.C.
1257,INLAND ENERGY SAC,INDUSTRIALES 220,CB00170INL,Retiro,CONSTRUCTORA EL ROBLE S.A.C.
1258,INLAND ENERGY SAC,INDUSTRIALES 220,CB00171INL,Retiro,CONSTRUCTORA EL ROBLE S.A.C.
1259,ATRIA ENERGIA S.A.C.,INDEPENDENCIA 220,CB00102HSR,Retiro,TEXTIL DEL VALLE S.A
1260,ENGIE,CHILCA REP 220,CB00298ENG,Retiro,FERREYCORP S.A.A.
1261,ENGIE,INDEPENDENCIA 220,CB00308ENG,Retiro,SAN FERNANDO
1262,ENGIE,SANTA ROSA 220,CB00310ENG,Retiro,SAN FERNANDO
1263,ENGIE,SOCABAYA 138,CB00304ENG,Retiro,GRANJA RINCONADA DEL SUR S.A.
1264,ENGIE,CACHIMAYO 138,CB00306ENG,Retiro,ANABI S.A.C
1265,INLAND ENERGY SAC,SAN JUAN 220,CB00182INL,Retiro,UPC
1266,INLAND ENERGY SAC,SAN JUAN 220,CB00183INL,Retiro,UPC
1267,HUAURA POWER GROUP S.A.,CHICLAYO 220,CB00011HPG,Retiro,AGRICOLA CERRO PRIETO S.A.
1268,ENGIE,CHAVARRIA 220,CB00315ENG,Retiro,FERREYROS SOCIEDAD ANÓNIMA
1269,ENGIE,SAN JUAN 220,CB00316ENG,Retiro,FERREYROS SOCIEDAD ANÓNIMA
1270,ENGIE,CHAVARRIA 220,CB00314ENG,Retiro,FERREYCORP S.A.A.
1271,ENGIE,CHAVARRIA 220,CB00313ENG,Retiro,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.
1272,ENEL GENERACION PERU S.A.A.,SAN JUAN 220,CB00328EPE,Retiro,CORPORACION MG SOCIEDAD ANONIMA CERRADA
1273,ENEL GENERACION PERU S.A.A.,INDUSTRIALES 220,CB00326EPE,Retiro,CORPORACION MG SOCIEDAD ANONIMA CERRADA
1274,INLAND ENERGY SAC,SAN JUAN 220,CB00186INL,Retiro,LUZ DEL SUR
1275,INLAND ENERGY SAC,ALTO PRADERAS 220kV,CB00185INL,Retiro,LUZ DEL SUR
1276,INLAND ENERGY SAC,SANTA ROSA 220,CB00190INL,Retiro,LUZ DEL SUR
1277,EGESUR,YAUPI138,CB00060EGS,Retiro,EDELSA S.A.
1278,ENGIE,JULIACA 138,CL00147ENG,Retiro,ELECTRO PUNO
1279,ENGIE,PUNO 138,CL00148ENG,Retiro,ELECTRO PUNO
1280,ENGIE,SAN GABAN 138,CL00149ENG,Retiro,ELECTRO PUNO
1281,EGASA,INDEPENDENCIA 220,CB00053EGA,Retiro,COELVISAC
1282,EMPRESA DE GENERACION HUALLAGA,CALLALLI 138,CL00068ODE,Retiro,ADINELSA ADN
1283,ENGIE,INDEPENDENCIA 220,CB00320ENG,Retiro,NESTLE PERU S A
1284,SAN GABAN,HUANCAVELICA 220,CB00060SGB,Retiro,COELVISAC
1285,ATRIA ENERGIA S.A.C.,PIURA OESTE 220,CB00103HSR,Retiro,CLEAN ENERGY DEL PERU S.R.L.
1286,KALLPA GENERACION S.A.,CALLALLI 138,CL00128KLL,Retiro,ADINELSA ADN
1287,ELECTROPERU,PLANICIE220,CL00152ELP,Retiro,LUZ DEL SUR
1288,TERMOSELVA,PLANICIE220,CL00151TER,Retiro,LUZ DEL SUR
1289,ORAZUL ENERGY PERÚ,PLANICIE220,CL00049OEP,Retiro,LUZ DEL SUR
1290,KALLPA GENERACION S.A.,PLANICIE220,CL00130KLL,Retiro,LUZ DEL SUR
1291,KALLPA GENERACION S.A.,PLANICIE220,CL00129KLL,Retiro,LUZ DEL SUR
1292,ENGIE,PLANICIE220,CL00150ENG,Retiro,LUZ DEL SUR
1293,SAN GABAN,PLANICIE220,CL00145SGB,Retiro,LUZ DEL SUR
1294,ENEL GENERACION PERU S.A.A.,PLANICIE220,CL00144EPE,Retiro,LUZ DEL SUR
1295,ENEL GENERACION PIURA S.A.,PLANICIE220,CL00144EPI,Retiro,LUZ DEL SUR
1296,EGASA,PLANICIE220,CL00144EGA,Retiro,LUZ DEL SUR
1297,CHINANGO S.A.C.,PLANICIE220,CL00144CHI,Retiro,LUZ DEL SUR
1298,EGESUR,PLANICIE220,CL00145EGS,Retiro,LUZ DEL SUR
1299,FENIX POWER PERÚ,PLANICIE220,CL00147FPP,Retiro,LUZ DEL SUR
1300,HIDROELECTRICA HUANCHOR S.A.C.,PLANICIE220,CL00144HHU,Retiro,LUZ DEL SUR
1301,SAN GABAN,AZANGARO 138,CB00061SGB,Retiro,MARIBEL DE ORO A SOCIEDAD ANÓNIMA CERRADA - MARIBE
1302,INLAND ENERGY SAC,PLANICIE220,CB00195INL,Retiro,LUZ DEL SUR
1303,ENGIE,SOCABAYA 138,CB00322ENG,Retiro,ALIMENTOS PROCESADOS SA
1304,SAN GABAN,MARCONA 220,CB00062SGB,Retiro,COELVISAC
1305,STATKRAFT S.A,SANTA ROSA 220,CB00162SKP,Retiro,TELEFONICA DEL PERU SAA
1306,STATKRAFT S.A,PIURA OESTE 220,CB00161SKP,Retiro,TELEFONICA DEL PERU SAA
1307,STATKRAFT S.A,SOCABAYA 138,CB00163SKP,Retiro,TELEFONICA DEL PERU SAA
1308,STATKRAFT S.A,CHICLAYO 220,CB00159SKP,Retiro,TELEFONICA DEL PERU SAA
1309,STATKRAFT S.A,CHIMBOTE1 220,CB00160SKP,Retiro,TELEFONICA DEL PERU SAA
1310,STATKRAFT S.A,TRUJILLO 220,CB00164SKP,Retiro,TELEFONICA DEL PERU SAA
1311,EGEMSA,SANTA ROSA 220,CB00149EGM,Retiro,LIMA GOLF CLUB
1312,INLAND ENERGY SAC,SAN JUAN 220,CB00197INL,Retiro,BANCO INTERAMERICANO DE FINANZAS
1313,INLAND ENERGY SAC,SANTA ROSA 220,CB00207INL,Retiro,REPRESENTACIONES DERCO INDUSTRIAL EIRL
1314,INLAND ENERGY SAC,SAN JUAN 220,CB00210INL,Retiro,UNIONPLAST S A
1315,INLAND ENERGY SAC,SAN JUAN 220,CB00211INL,Retiro,VIJOGAS S.A.C.
1316,INLAND ENERGY SAC,PLANICIE220,CB00212INL,Retiro,ARES PERU SAC
1317,INLAND ENERGY SAC,INDUSTRIALES 220,CB00215INL,Retiro,LUZ DEL SUR
1318,KALLPA GENERACION S.A.,SANTA ROSA 220,CB00126KLL,Retiro,HOMECENTERS PERUANOS
1319,TERMOCHILCA,TALARA 220,CB00071TCH,Retiro,UNNA ENERGIA S.A.
1320,TERMOCHILCA,SANTA ROSA 220,CB00075TCH,Retiro,MEGACENTRO LURÍN S.A.C.
1321,EGEMSA,HUACHO 220,CB00161EGM,Retiro,COELVISAC
1322,ENEL GENERACION PERU S.A.A.,MARCONA 220,CB00338EPE,Retiro,SHOUGANG HIERRO PERU
1323,EGEMSA,TRUJILLO 220,CB00179EGM,Retiro,SEABOARD OVERSEAS PERU S.A.
1324,FENIX POWER PERÚ,ICA 220,CB00152FPP,Retiro,GRUPO PATIO COMERCIAL S.A.C.
1325,ATRIA ENERGIA S.A.C.,MARCONA 220,CB00116HSR,Retiro,ANALYTICA MINERAL SERVICES
1326,EGEMSA,SAN JUAN 220,CB00182EGM,Retiro,SEABOARD OVERSEAS PERU S.A.
1327,ENEL GENERACION PERU S.A.A.,CAJAMARCA 220,CB00340EPE,Retiro,SHAHUINDO S.A.C.
1328,ENGIE,PUCALLPA 60,CB00331ENG,Retiro,ELECTRO UCAYALI
1329,ENGIE,SANTA ROSA 220,CB00332ENG,Retiro,FOSFORERA PERUANA S.A.
1330,ENGIE,CHAVARRIA 220,CB00333ENG,Retiro,TECNOFIL S A
