,EMPRESA,BARRA TRANSFERENCIA,CODIGO,ENTREGA/RETIRO,CENTRAL/CLIENTE
982,KALLPA GENERACION S.A.,CHIMBOTE1 220,CL00028KLL,Retiro,HIDRANDINA
983,KALLPA GENERACION S.A.,GUADALUPE 220,CL00029KLL,Retiro,HIDRANDINA
984,KALLPA GENERACION S.A.,GUADALUPE 60,CL00030KLL,Retiro,HIDRANDINA
985,KALLPA GENERACION S.A.,HUALLANCA 138,CL00031KLL,Retiro,HIDRANDINA
986,KALLPA GENERACION S.A.,PARAMONGA NUEVA 220,CL00032KLL,Retiro,HIDRANDINA
987,KALLPA GENERACION S.A.,TRUJILLO 220,CL00033KLL,Retiro,HIDRANDINA
988,KALLPA GENERACION S.A.,CALLALLI 138,CL00034KLL,Retiro,SEAL
989,KALLPA GENERACION S.A.,CHILINA 138,CL00035KLL,Retiro,SEAL
990,KALLPA GENERACION S.A.,MARCONA 220,CL00036KLL,Retiro,SEAL
991,KALLPA GENERACION S.A.,MOLLENDO 138,CL00037KLL,Retiro,SEAL
992,KALLPA GENERACION S.A.,REPARTICIÓN 138,CL00038KLL,Retiro,SEAL
993,KALLPA GENERACION S.A.,SANTUARIO 138,CL00039KLL,Retiro,SEAL
994,KALLPA GENERACION S.A.,SOCABAYA 138,CL00040KLL,Retiro,SEAL
995,ENEL GENERACION PERU S.A.A.,MARCONA 220,CB00290EPE,Retiro,MINERA CONFIANZA S.A.C.
996,KALLPA GENERACION S.A.,CACHIMAYO 138,CL00049KLL,Retiro,ELECTRO SUR ESTE
997,KALLPA GENERACION S.A.,COMBAPATA 138,CL00050KLL,Retiro,ELECTRO SUR ESTE
998,KALLPA GENERACION S.A.,DOLORESPATA 138,CL00051KLL,Retiro,ELECTRO SUR ESTE
999,KALLPA GENERACION S.A.,MACHUPICCHU 138,CL00052KLL,Retiro,ELECTRO SUR ESTE
1000,KALLPA GENERACION S.A.,QUENCORO 138,CL00053KLL,Retiro,ELECTRO SUR ESTE
1001,KALLPA GENERACION S.A.,SAN GABAN 138,CL00054KLL,Retiro,ELECTRO SUR ESTE
1002,KALLPA GENERACION S.A.,TINTAYA EXISTENTE 138,CL00055KLL,Retiro,ELECTRO SUR ESTE
1003,KALLPA GENERACION S.A.,CAJAMARCA 220,CL00056KLL,Retiro,ELECTRONORTE S.A.
1004,KALLPA GENERACION S.A.,CARHUAQUERO 220,CL00057KLL,Retiro,ELECTRONORTE S.A.
1005,KALLPA GENERACION S.A.,CHICLAYO 220,CL00058KLL,Retiro,ELECTRONORTE S.A.
1006,KALLPA GENERACION S.A.,ARICOTA66,CL00059KLL,Retiro,ELECTROSUR S.A.
1007,KALLPA GENERACION S.A.,ILO ELP 138,CL00060KLL,Retiro,ELECTROSUR S.A.
1008,KALLPA GENERACION S.A.,LOS HEROES 66,CL00061KLL,Retiro,ELECTROSUR S.A.
1009,KALLPA GENERACION S.A.,MOQUEGUA 138,CL00062KLL,Retiro,ELECTROSUR S.A.
1010,KALLPA GENERACION S.A.,SOCABAYA 138,CL00063KLL,Retiro,ELECTROSUR S.A.
1011,KALLPA GENERACION S.A.,TOQUEPALA 138,CL00064KLL,Retiro,ELECTROSUR S.A.
1012,ENEL GENERACION PERU S.A.A.,COTARUSE 220,CB00291EPE,Retiro,MINERA LAS BAMBAS S.A.
1013,KALLPA GENERACION S.A.,CACHIMAYO 138,CL00065KLL,Retiro,ELECTRO SUR ESTE
1014,KALLPA GENERACION S.A.,COMBAPATA 138,CL00066KLL,Retiro,ELECTRO SUR ESTE
1015,KALLPA GENERACION S.A.,DOLORESPATA 138,CL00067KLL,Retiro,ELECTRO SUR ESTE
1016,KALLPA GENERACION S.A.,MACHUPICCHU 138,CL00068KLL,Retiro,ELECTRO SUR ESTE
1017,KALLPA GENERACION S.A.,QUENCORO 138,CL00069KLL,Retiro,ELECTRO SUR ESTE
1018,KALLPA GENERACION S.A.,SAN GABAN 138,CL00070KLL,Retiro,ELECTRO SUR ESTE
1019,KALLPA GENERACION S.A.,TINTAYA EXISTENTE 138,CL00071KLL,Retiro,ELECTRO SUR ESTE
1020,KALLPA GENERACION S.A.,CARABAYLLO 220,CL00072KLL,Retiro,ENEL DISTRIBUCION PERU
1021,KALLPA GENERACION S.A.,CHAVARRIA 220,CL00073KLL,Retiro,ENEL DISTRIBUCION PERU
1022,KALLPA GENERACION S.A.,HUACHO 220,CL00074KLL,Retiro,ENEL DISTRIBUCION PERU
1023,KALLPA GENERACION S.A.,LOMERA 220,CL00075KLL,Retiro,ENEL DISTRIBUCION PERU
1024,KALLPA GENERACION S.A.,PARAMONGA NUEVA 220,CL00076KLL,Retiro,ENEL DISTRIBUCION PERU
1025,KALLPA GENERACION S.A.,SANTA ROSA 220,CL00077KLL,Retiro,ENEL DISTRIBUCION PERU
1026,KALLPA GENERACION S.A.,VENTANILLA 220,CL00078KLL,Retiro,ENEL DISTRIBUCION PERU
1027,KALLPA GENERACION S.A.,ZAPALLAL 220,CL00079KLL,Retiro,ENEL DISTRIBUCION PERU
1028,KALLPA GENERACION S.A.,CAJAMARCA 220,CL00080KLL,Retiro,HIDRANDINA
1029,KALLPA GENERACION S.A.,CHIMBOTE1 138,CL00081KLL,Retiro,HIDRANDINA
1030,KALLPA GENERACION S.A.,CHIMBOTE1 220,CL00082KLL,Retiro,HIDRANDINA
1031,KALLPA GENERACION S.A.,GUADALUPE 220,CL00083KLL,Retiro,HIDRANDINA
1032,KALLPA GENERACION S.A.,GUADALUPE 60,CL00084KLL,Retiro,HIDRANDINA
1033,KALLPA GENERACION S.A.,HUALLANCA 138,CL00085KLL,Retiro,HIDRANDINA
1034,KALLPA GENERACION S.A.,PARAMONGA NUEVA 220,CL00086KLL,Retiro,HIDRANDINA
1035,KALLPA GENERACION S.A.,TRUJILLO 220,CL00087KLL,Retiro,HIDRANDINA
1036,KALLPA GENERACION S.A.,CALLAHUANCA EDEGEL 220,CL00088KLL,Retiro,LUZ DEL SUR
1037,KALLPA GENERACION S.A.,CANTERA 220,CL00089KLL,Retiro,LUZ DEL SUR
1038,KALLPA GENERACION S.A.,CHILCA REP 220,CL00090KLL,Retiro,LUZ DEL SUR
1039,KALLPA GENERACION S.A.,INDUSTRIALES 220,CL00091KLL,Retiro,LUZ DEL SUR
1040,KALLPA GENERACION S.A.,SAN JUAN 220,CL00092KLL,Retiro,LUZ DEL SUR
1041,KALLPA GENERACION S.A.,SANTA ROSA 220,CL00093KLL,Retiro,LUZ DEL SUR
1042,KALLPA GENERACION S.A.,CALLALLI 138,CL00094KLL,Retiro,SEAL
1043,KALLPA GENERACION S.A.,CHILINA 138,CL00095KLL,Retiro,SEAL
1044,KALLPA GENERACION S.A.,MARCONA 220,CL00096KLL,Retiro,SEAL
1045,KALLPA GENERACION S.A.,MOLLENDO 138,CL00097KLL,Retiro,SEAL
1046,KALLPA GENERACION S.A.,REPARTICIÓN 138,CL00098KLL,Retiro,SEAL
1047,KALLPA GENERACION S.A.,SANTUARIO 138,CL00099KLL,Retiro,SEAL
1048,KALLPA GENERACION S.A.,SOCABAYA 138,CL00100KLL,Retiro,SEAL
1049,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00293EPE,Retiro,PRECOTEX
1050,EMPRESA DE GENERACION HUANZA,GUADALUPE 60,CB00015EGH,Retiro,MINERA LA ZANJA S.R.L
1051,ORAZUL ENERGY PERÚ,PIURA OESTE 220,CL00027OEP,Retiro,ELECTRONOROESTE S.A.
1052,ORAZUL ENERGY PERÚ,TALARA 220,CL00032OEP,Retiro,ELECTRONOROESTE S.A.
1053,ORAZUL ENERGY PERÚ,ZORRITOS 220,CL00038OEP,Retiro,ELECTRONOROESTE S.A.
1054,ORAZUL ENERGY PERÚ,CAJAMARCA 220,CL00040OEP,Retiro,ELECTRONORTE S.A.
1055,ORAZUL ENERGY PERÚ,CARHUAQUERO 220,CL00007OEP,Retiro,ELECTRONORTE S.A.
1056,ORAZUL ENERGY PERÚ,CHICLAYO 220,CL00009OEP,Retiro,ELECTRONORTE S.A.
1057,ORAZUL ENERGY PERÚ,CAJAMARCA 220,CL00003OEP,Retiro,HIDRANDINA
1058,ORAZUL ENERGY PERÚ,CHIMBOTE1 138,CL00011OEP,Retiro,HIDRANDINA
1059,ORAZUL ENERGY PERÚ,CHIMBOTE1 220,CL00001OEP,Retiro,HIDRANDINA
1060,ORAZUL ENERGY PERÚ,GUADALUPE 220,CL00013OEP,Retiro,HIDRANDINA
1061,ORAZUL ENERGY PERÚ,GUADALUPE 60,CL00014OEP,Retiro,HIDRANDINA
1062,ORAZUL ENERGY PERÚ,HUALLANCA 138,CL00016OEP,Retiro,HIDRANDINA
1063,ORAZUL ENERGY PERÚ,PARAMONGA NUEVA 220,CL00026OEP,Retiro,HIDRANDINA
1064,ORAZUL ENERGY PERÚ,TRUJILLO 220,CL00035OEP,Retiro,HIDRANDINA
1065,ORAZUL ENERGY PERÚ,HUANCAVELICA 220,CL00018OEP,Retiro,ELECTRO DUNAS
1066,ORAZUL ENERGY PERÚ,TOCACHE 138,CL00034OEP,Retiro,ELECTRO ORIENTE
1067,ORAZUL ENERGY PERÚ,CARABAYLLO 220,CL00005OEP,Retiro,ENEL DISTRIBUCION PERU
1068,ORAZUL ENERGY PERÚ,CHAVARRIA 220,CL00008OEP,Retiro,ENEL DISTRIBUCION PERU
1069,ORAZUL ENERGY PERÚ,HUACHO 220,CL00015OEP,Retiro,ENEL DISTRIBUCION PERU
1070,ORAZUL ENERGY PERÚ,PARAMONGA NUEVA 220,CL00025OEP,Retiro,ENEL DISTRIBUCION PERU
1071,ORAZUL ENERGY PERÚ,SANTA ROSA 220,CL00031OEP,Retiro,ENEL DISTRIBUCION PERU
1072,ORAZUL ENERGY PERÚ,VENTANILLA 220,CL00036OEP,Retiro,ENEL DISTRIBUCION PERU
1073,ORAZUL ENERGY PERÚ,ZAPALLAL 220,CL00037OEP,Retiro,ENEL DISTRIBUCION PERU
1074,ORAZUL ENERGY PERÚ,LOMERA 220,CL00045OEP,Retiro,ENEL DISTRIBUCION PERU
1075,ORAZUL ENERGY PERÚ,CALLAHUANCA EDEGEL 220,CL00039OEP,Retiro,LUZ DEL SUR
1076,ORAZUL ENERGY PERÚ,CHILCA REP 220,CL00010OEP,Retiro,LUZ DEL SUR
1077,ORAZUL ENERGY PERÚ,INDUSTRIALES 220,CL00022OEP,Retiro,LUZ DEL SUR
1078,ORAZUL ENERGY PERÚ,SAN JUAN 220,CL00029OEP,Retiro,LUZ DEL SUR
1079,ORAZUL ENERGY PERÚ,SANTA ROSA 220,CL00030OEP,Retiro,LUZ DEL SUR
1080,ORAZUL ENERGY PERÚ,CANTERA 220,CL00044OEP,Retiro,LUZ DEL SUR
1081,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00294EPE,Retiro,CALIZA CEMENTO INCA S.A.
1082,ENGIE,SAN JUAN 220,CB00244ENG,Retiro,PARQUE LAMBRAMANI SAC
1083,ENEL GENERACION PERU S.A.A.,INDEPENDENCIA 220,CB00298EPE,Retiro,COMPLEJO AGROINDUSTRIAL BETA S.A.
1084,ENEL GENERACION PERU S.A.A.,ICA 220,CB00297EPE,Retiro,COMPLEJO AGROINDUSTRIAL BETA S.A.
1085,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00301EPE,Retiro,PEVISA AUTO PARTS S.A.
1086,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00304EPE,Retiro,UNIVERSIDAD PERUANA UNION
1087,STATKRAFT S.A,SANTA ROSA 220,CB00150SKP,Retiro,TDM GEOSINTETICOS S.A.
1088,ENGIE,CHIMBOTE1 220,CB00269ENG,Retiro,HIDRANDINA
1089,ENGIE,CAJAMARCA 220,CB00267ENG,Retiro,HIDRANDINA
1090,ENGIE,CHIMBOTE1 138,CB00268ENG,Retiro,HIDRANDINA
1091,ENGIE,GUADALUPE 220,CB00270ENG,Retiro,HIDRANDINA
1092,ENGIE,GUADALUPE 60,CB00271ENG,Retiro,HIDRANDINA
1093,ENGIE,HUALLANCA 138,CB00272ENG,Retiro,HIDRANDINA
1094,ENGIE,PARAMONGA NUEVA 220,CB00273ENG,Retiro,HIDRANDINA
1095,ENGIE,TRUJILLO 220,CB00274ENG,Retiro,HIDRANDINA
1096,ENGIE,PIURA OESTE 220,CB00260ENG,Retiro,ELECTRONOROESTE S.A.
1097,ENGIE,TALARA 220,CB00261ENG,Retiro,ELECTRONOROESTE S.A.
1098,ENGIE,ZORRITOS 220,CB00262ENG,Retiro,ELECTRONOROESTE S.A.
1099,ENGIE,LA NIÑA 220,CB00259ENG,Retiro,ELECTRONOROESTE S.A.
1100,ENGIE,CARHUAQUERO 220,CB00264ENG,Retiro,ELECTRONORTE S.A.
1101,ENGIE,CHICLAYO 220,CB00265ENG,Retiro,ELECTRONORTE S.A.
1102,ENGIE,CAJAMARCA 220,CB00263ENG,Retiro,ELECTRONORTE S.A.
1103,ENGIE,AUCAYACU 138,CB00245ENG,Retiro,ELECTROCENTRO
1104,ENGIE,CAMPO ARMIÑO 220,CB00246ENG,Retiro,ELECTROCENTRO
1105,ENGIE,CARHUAMAYO 138,CB00247ENG,Retiro,ELECTROCENTRO
1106,ENGIE,CONDORCOCHA 44,CB00248ENG,Retiro,ELECTROCENTRO
1107,ENGIE,HUANCAVELICA 220,CB00249ENG,Retiro,ELECTROCENTRO
1108,ENGIE,HUANUCO 138,CB00250ENG,Retiro,ELECTROCENTRO
1109,ENGIE,HUAYUCACHI 220,CB00251ENG,Retiro,ELECTROCENTRO
1110,ENGIE,OROYA NUEVA 50,CB00252ENG,Retiro,ELECTROCENTRO
1111,ENGIE,PARAGSHA2 138,CB00254ENG,Retiro,ELECTROCENTRO
1112,ENGIE,POMACOCHA 220,CB00255ENG,Retiro,ELECTROCENTRO
1113,ENGIE,VIZCARRA 220,CB00257ENG,Retiro,ELECTROCENTRO
1114,ENGIE,PACHACHACA 220,CB00253ENG,Retiro,ELECTROCENTRO
1115,ENGIE,TINGO MARIA 138,CB00256ENG,Retiro,ELECTROCENTRO
1116,ENGIE,YAUPI138,CB00258ENG,Retiro,ELECTROCENTRO
1117,EGEMSA,SANTA ROSA 220,CB00120EGM,Retiro,CONDUCTORES ELÉCTRICOS PERUANOS (CEPER)
1118,CELEPSA,CHAVARRIA 220,CL00104CLP,Retiro,ENEL DISTRIBUCION PERU
1119,CELEPSA,SANTA ROSA 220,CL00107CLP,Retiro,ENEL DISTRIBUCION PERU
1120,CELEPSA,VENTANILLA 220,CL00108CLP,Retiro,ENEL DISTRIBUCION PERU
1121,CELEPSA,PARAMONGA NUEVA 220,CL00106CLP,Retiro,ENEL DISTRIBUCION PERU
1122,CELEPSA,HUACHO 220,CL00105CLP,Retiro,ENEL DISTRIBUCION PERU
1123,TERMOSELVA,HUANCAVELICA 220,CL00147TER,Retiro,ELECTRO DUNAS
1124,KALLPA GENERACION S.A.,ASIA 220,CL00119KLL,Retiro,LUZ DEL SUR
1125,KALLPA GENERACION S.A.,ALTO PRADERAS 220kV,CL00116KLL,Retiro,LUZ DEL SUR
1126,KALLPA GENERACION S.A.,CARABAYLLO 220,CL00108KLL,Retiro,ENEL DISTRIBUCION PERU
1127,KALLPA GENERACION S.A.,CHAVARRIA 220,CL00109KLL,Retiro,ENEL DISTRIBUCION PERU
1128,KALLPA GENERACION S.A.,HUACHO 220,CL00110KLL,Retiro,ENEL DISTRIBUCION PERU
1129,KALLPA GENERACION S.A.,PARAMONGA NUEVA 220,CL00112KLL,Retiro,ENEL DISTRIBUCION PERU
1130,KALLPA GENERACION S.A.,SANTA ROSA 220,CL00113KLL,Retiro,ENEL DISTRIBUCION PERU
1131,KALLPA GENERACION S.A.,VENTANILLA 220,CL00114KLL,Retiro,ENEL DISTRIBUCION PERU
1132,KALLPA GENERACION S.A.,ZAPALLAL 220,CL00115KLL,Retiro,ENEL DISTRIBUCION PERU
1133,KALLPA GENERACION S.A.,LOMERA 220,CL00111KLL,Retiro,ENEL DISTRIBUCION PERU
1134,KALLPA GENERACION S.A.,CHILCA REP 220,CL00122KLL,Retiro,LUZ DEL SUR
1135,KALLPA GENERACION S.A.,INDUSTRIALES 220,CL00123KLL,Retiro,LUZ DEL SUR
1136,KALLPA GENERACION S.A.,SAN JUAN 220,CL00124KLL,Retiro,LUZ DEL SUR
1137,KALLPA GENERACION S.A.,SANTA ROSA 220,CL00125KLL,Retiro,LUZ DEL SUR
1138,KALLPA GENERACION S.A.,CALLAHUANCA EDEGEL 220,CL00120KLL,Retiro,LUZ DEL SUR
1139,KALLPA GENERACION S.A.,ASIA 220,CL00118KLL,Retiro,LUZ DEL SUR
1140,KALLPA GENERACION S.A.,ALTO PRADERAS 220kV,CL00117KLL,Retiro,LUZ DEL SUR
1141,KALLPA GENERACION S.A.,CANTERA 220,CL00121KLL,Retiro,LUZ DEL SUR
1142,KALLPA GENERACION S.A.,CARIPA138,CL00107KLL,Retiro,ELECTROCENTRO
1143,ELECTROPERU,ALTO PRADERAS 220kV,CL00144ELP,Retiro,LUZ DEL SUR
1144,ELECTROPERU,ASIA 220,CL00146ELP,Retiro,LUZ DEL SUR
1145,ENEL GENERACION PERU S.A.A.,ASIA 220,CL00143EPE,Retiro,LUZ DEL SUR
1146,ENEL GENERACION PERU S.A.A.,ALTO PRADERAS 220kV,CL00142EPE,Retiro,LUZ DEL SUR
1147,CHINANGO S.A.C.,ASIA 220,CL00143CHI,Retiro,LUZ DEL SUR
1148,CHINANGO S.A.C.,ALTO PRADERAS 220kV,CL00142CHI,Retiro,LUZ DEL SUR
1149,ORAZUL ENERGY PERÚ,ASIA 220,CL00047OEP,Retiro,LUZ DEL SUR
1150,ORAZUL ENERGY PERÚ,ALTO PRADERAS 220kV,CL00046OEP,Retiro,LUZ DEL SUR
1151,TERMOSELVA,ASIA 220,CL00149TER,Retiro,LUZ DEL SUR
1152,TERMOSELVA,ALTO PRADERAS 220kV,CL00148TER,Retiro,LUZ DEL SUR
1153,ENEL GENERACION PIURA S.A.,ALTO PRADERAS 220kV,CL00142EPI,Retiro,LUZ DEL SUR
1154,ENEL GENERACION PIURA S.A.,ASIA 220,CL00143EPI,Retiro,LUZ DEL SUR
1155,FENIX POWER PERÚ,ASIA 220,CL00144FPP,Retiro,LUZ DEL SUR
1156,FENIX POWER PERÚ,ALTO PRADERAS 220kV,CL00143FPP,Retiro,LUZ DEL SUR
1157,ENGIE,POMACOCHA 220,CB00282ENG,Retiro,MINERA VOLCAN
1158,ENGIE,OROYA NUEVA 50,CB00281ENG,Retiro,MINERA VOLCAN
1159,ENGIE,PARAGSHA2 138,CB00277ENG,Retiro,EMPRESA ADMINISTRADORA CERRO S.A.C.
1160,ENGIE,PARAGSHA2 138,CB00284ENG,Retiro,OXIDOS DE PASCO S.A.C.
1161,ENGIE,CARHUAMAYO 138,CB00283ENG,Retiro,OXIDOS DE PASCO S.A.C.
1162,ENGIE,PARAGSHA2 138,CB00286ENG,Retiro,EMP.EXPLOTADORA DE VINCHOS LTDA S.A.C.
1163,STATKRAFT S.A,SANTA ROSA 220,CB00154SKP,Retiro,TDM ASFALTOS SOCIEDAD ANONIMA CERRADA
1164,EGASA,ASIA 220,CL00143EGA,Retiro,LUZ DEL SUR
1165,EGASA,ALTO PRADERAS 220kV,CL00142EGA,Retiro,LUZ DEL SUR
1166,ENGIE,ASIA 220,CL00145ENG,Retiro,LUZ DEL SUR
1167,ENGIE,ALTO PRADERAS 220kV,CL00144ENG,Retiro,LUZ DEL SUR
1168,EGESUR,ASIA 220,CL00143EGS,Retiro,LUZ DEL SUR
1169,EGESUR,ALTO PRADERAS 220kV,CL00142EGS,Retiro,LUZ DEL SUR
1170,SAN GABAN,ALTO PRADERAS 220kV,CL00142SGB,Retiro,LUZ DEL SUR
1171,SAN GABAN,ASIA 220,CL00143SGB,Retiro,LUZ DEL SUR
1172,HIDROELECTRICA HUANCHOR S.A.C.,ALTO PRADERAS 220kV,CL00142HHU,Retiro,LUZ DEL SUR
1173,HIDROELECTRICA HUANCHOR S.A.C.,ASIA 220,CL00143HHU,Retiro,LUZ DEL SUR
1174,EGEMSA,CARIPA138,CL00111EGM,Retiro,ELECTROCENTRO
1175,CELEPSA,LOMERA 220,CL00111CLP,Retiro,ENEL DISTRIBUCION PERU
1176,CELEPSA,CARABAYLLO 220,CL00110CLP,Retiro,ENEL DISTRIBUCION PERU
1177,CELEPSA,ZAPALLAL 220,CL00112CLP,Retiro,ENEL DISTRIBUCION PERU
1178,EMPRESA DE GENERACION HUALLAGA,CARIPA138,CL00065ODE,Retiro,ELECTROCENTRO
1179,ENGIE,CARHUAMAYO 138,CB00288ENG,Retiro,EMPRESA ADMINISTRADORA CERRO S.A.C.
1180,ENGIE,PARAGSHA2 220,CB00289ENG,Retiro,COMPAÑÍA MINERA CHUNGAR SAC
1181,STATKRAFT S.A,CARIPA138,CL00186SKP,Retiro,ELECTROCENTRO
1182,TERMOCHILCA,ASIA 220,CL00143TCH,Retiro,LUZ DEL SUR
1183,TERMOCHILCA,ALTO PRADERAS 220kV,CL00142TCH,Retiro,LUZ DEL SUR
1184,INLAND ENERGY SAC,INDUSTRIALES 220,CB00052INL,Retiro,ANITA FOOD S.A.
1185,INLAND ENERGY SAC,INDUSTRIALES 220,CB00067INL,Retiro,QUAD/GRAPHICS PERU S.A.
1186,INLAND ENERGY SAC,INDUSTRIALES 220,CB00157INL,Retiro,QUAD/GRAPHICS PERU S.A.
1187,INLAND ENERGY SAC,INDUSTRIALES 220,CB00155INL,Retiro,QUAD/GRAPHICS PERU S.A.
1188,INLAND ENERGY SAC,INDUSTRIALES 220,CB00156INL,Retiro,QUAD/GRAPHICS PERU S.A.
1189,INLAND ENERGY SAC,SAN JUAN 220,CB00069INL,Retiro,CRP MEDIOS Y ENTRETENIMIENTO S.A.C.
1190,INLAND ENERGY SAC,SAN JUAN 220,CB00161INL,Retiro,TECNICAS METALICAS INGENIEROS S.A.C.
1191,INLAND ENERGY SAC,SANTA ROSA 220,CB00071INL,Retiro,COMERCIAL DEL ACERO S A
1192,INLAND ENERGY SAC,INDUSTRIALES 220,CB00083INL,Retiro,1818 S.A.C
1193,INLAND ENERGY SAC,SAN JUAN 220,CB00089INL,Retiro,METROCOLOR
1194,INLAND ENERGY SAC,INDUSTRIALES 220,CB00102INL,Retiro,NORTHING S.A.C.
1195,INLAND ENERGY SAC,INDUSTRIALES 220,CB00096INL,Retiro,PLASTICOS DEL CENTRO S.A.C.
1196,INLAND ENERGY SAC,INDUSTRIALES 220,CB00181INL,Retiro,SCOTIABANK PERU S.A.A.
1197,INLAND ENERGY SAC,SAN JUAN 220,CB00113INL,Retiro,GOLDEN GAMING S.A.
1198,INLAND ENERGY SAC,SAN JUAN 220,CB00114INL,Retiro,NEWPORT CAPITAL S.A.C.
1199,INLAND ENERGY SAC,SAN JUAN 220,CB00115INL,Retiro,BRATA S.R.L.
1200,INLAND ENERGY SAC,INDUSTRIALES 220,CB00179INL,Retiro,PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS
1201,INLAND ENERGY SAC,INDUSTRIALES 220,CB00180INL,Retiro,PACIFICO COMPAÑIA DE SEGUROS Y REASEGUROS
1202,INLAND ENERGY SAC,SAN JUAN 220,CB00121INL,Retiro,INDUSTRIAL EL SOL S.A.C.
1203,INLAND ENERGY SAC,SAN JUAN 220,CB00125INL,Retiro,REENCAUCHADORA EL SOL S.A.C.
1204,INLAND ENERGY SAC,SAN JUAN 220,CB00126INL,Retiro,INDUSTRIAS TEXTILES ENZO S.A
1205,INLAND ENERGY SAC,SANTA ROSA 220,CB00127INL,Retiro,ITAL GRES INDUSTRIAL S.A.C.
1206,INLAND ENERGY SAC,ALTO PRADERAS 220kV,CB00129INL,Retiro,FIBRAFIL S.A.
1207,INLAND ENERGY SAC,CHILCA REP 220,CB00131INL,Retiro,FIBRAFIL S.A.
1208,INLAND ENERGY SAC,INDUSTRIALES 220,CB00128INL,Retiro,FABRILCO S.A.C.
1209,INLAND ENERGY SAC,INDUSTRIALES 220,CB00172INL,Retiro,CONSTRUCTORA EL ROBLE S.A.C.
1210,INLAND ENERGY SAC,INDUSTRIALES 220,CB00170INL,Retiro,CONSTRUCTORA EL ROBLE S.A.C.
1211,INLAND ENERGY SAC,INDUSTRIALES 220,CB00171INL,Retiro,CONSTRUCTORA EL ROBLE S.A.C.
1212,ATRIA ENERGIA S.A.C.,INDEPENDENCIA 220,CB00102HSR,Retiro,TEXTIL DEL VALLE S.A
1213,ENGIE,CHILCA REP 220,CB00298ENG,Retiro,FERREYCORP S.A.A.
1214,ENGIE,INDEPENDENCIA 220,CB00308ENG,Retiro,SAN FERNANDO
1215,ENGIE,SANTA ROSA 220,CB00310ENG,Retiro,SAN FERNANDO
1216,ENGIE,SOCABAYA 138,CB00304ENG,Retiro,GRANJA RINCONADA DEL SUR S.A.
1217,ENGIE,CACHIMAYO 138,CB00306ENG,Retiro,ANABI S.A.C
1218,INLAND ENERGY SAC,SAN JUAN 220,CB00182INL,Retiro,UPC
1219,INLAND ENERGY SAC,SAN JUAN 220,CB00183INL,Retiro,UPC
1220,HUAURA POWER GROUP S.A.,CHICLAYO 220,CB00011HPG,Retiro,AGRICOLA CERRO PRIETO S.A.
1221,ENGIE,CHAVARRIA 220,CB00315ENG,Retiro,FERREYROS SOCIEDAD ANÓNIMA
1222,ENGIE,SAN JUAN 220,CB00316ENG,Retiro,FERREYROS SOCIEDAD ANÓNIMA
1223,ENGIE,CHAVARRIA 220,CB00314ENG,Retiro,FERREYCORP S.A.A.
1224,ENGIE,CHAVARRIA 220,CB00313ENG,Retiro,FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.
1225,ENEL GENERACION PERU S.A.A.,SAN JUAN 220,CB00328EPE,Retiro,CORPORACION MG SOCIEDAD ANONIMA CERRADA
1226,ENEL GENERACION PERU S.A.A.,INDUSTRIALES 220,CB00326EPE,Retiro,CORPORACION MG SOCIEDAD ANONIMA CERRADA
1227,INLAND ENERGY SAC,SAN JUAN 220,CB00186INL,Retiro,LUZ DEL SUR
1228,INLAND ENERGY SAC,ALTO PRADERAS 220kV,CB00185INL,Retiro,LUZ DEL SUR
1229,INLAND ENERGY SAC,SANTA ROSA 220,CB00190INL,Retiro,LUZ DEL SUR
1230,EGESUR,YAUPI138,CB00060EGS,Retiro,EDELSA S.A.
1231,ENGIE,JULIACA 138,CL00147ENG,Retiro,ELECTRO PUNO
1232,ENGIE,PUNO 138,CL00148ENG,Retiro,ELECTRO PUNO
1233,ENGIE,SAN GABAN 138,CL00149ENG,Retiro,ELECTRO PUNO
1234,EGASA,INDEPENDENCIA 220,CB00053EGA,Retiro,COELVISAC
1235,EMPRESA DE GENERACION HUALLAGA,CALLALLI 138,CL00068ODE,Retiro,ADINELSA ADN
1236,ENGIE,INDEPENDENCIA 220,CB00320ENG,Retiro,NESTLE PERU S A
1237,SAN GABAN,HUANCAVELICA 220,CB00060SGB,Retiro,COELVISAC
1238,ATRIA ENERGIA S.A.C.,PIURA OESTE 220,CB00103HSR,Retiro,CLEAN ENERGY DEL PERU S.R.L.
1239,KALLPA GENERACION S.A.,CALLALLI 138,CL00128KLL,Retiro,ADINELSA ADN
1240,ELECTROPERU,PLANICIE220,CL00152ELP,Retiro,LUZ DEL SUR
1241,TERMOSELVA,PLANICIE220,CL00151TER,Retiro,LUZ DEL SUR
1242,ORAZUL ENERGY PERÚ,PLANICIE220,CL00049OEP,Retiro,LUZ DEL SUR
1243,KALLPA GENERACION S.A.,PLANICIE220,CL00130KLL,Retiro,LUZ DEL SUR
1244,KALLPA GENERACION S.A.,PLANICIE220,CL00129KLL,Retiro,LUZ DEL SUR
